title,article,published,article_id,question_1,question_2
Döda i Irpin blir liggande – för farligt att hämta,"I en park i Irpin, två mil norr om ukrainska huvudstaden Kyiv, ligger kroppen av en död äldre kvinna bredvid en halvmeter djup krater. Hon har legat där i flera dagar, men just nu är det för farligt att ta hand om de döda, skriver Expressen i ett reportage från staden.Bombningarna av kranskommunen till Kyiv har pågått hela veckan och flyktingarna fortsätter att strömma ut. Alla utan egen bil måste ta sig till en uppsamlingsplats för att ta sig ut ur staden. Dit har en pappa och hans lille son, som båda heter Micha, tagit sig och de har som många andra vitt tyg runt halsen, i hopp om att klara sig från de ryska kulorna. Även här ligger flera döda som de som flyr behöver passera.",2022-03-12T14:25:05Z,z7yOrv,Vilken stad rapporterar Expressen från om bombningar och döda?,Vad bär flyktingarna som lämnar staden och varför?
Ryska fiskare får begränsad tillgång till norska hamnar,"Ryska fartyg kommer bara få tillgång till tre av Norges hamnar och de ryska fartyg som tillåts lägga till i landet kommer att kontrolleras av myndigheterna. Det säger utrikesminister Anniken Huitfeldt på en presskonferens. – Vi har nu uppgifter som tyder på att det finns ett behov av att öka kontrollen av ryska fiskefartyg, säger hon. Hon säger att gasläckorna i Östersjön delvis har spelat in i beslutet som nu har fattats. – Bilden är komplex, men Ryssland är mer oförutsägbart, säger hon.",2022-10-06T15:27:18Z,Knz2dE,Vilka hamnar tillåts ryska fartyg lägga till i i Norge?,Vad säger utrikesminister Anniken Huitfeldt är en av anledningarna till beslutet om att öka kontrollen av ryska fiskefartyg?
IMF: Rysslands krig enskilt största hotet mot ekonomin,"Rysslands krig i Ukraina och dess konsekvenser är det ”enskilt största negativa faktorn” i världsekonomin just nu, enligt IMF-chefen Kristalina Georgieva. Det rapporterar CNBC. En långsiktig konsekvens av kriget och den bredare globala oron är att världsekonomin splittras till separata block. Något som drabbar alla men speciellt öppna ekonomier, varnar hon. ",2022-11-17T06:33:43Z,P4dEq6,Vad anser IMF-chefen Kristalina Georgieva är den enskilt största negativa faktorn i världsekonomin just nu?,Vad varnar hon är en långsiktig konsekvens av kriget i Ukraina och den bredare globala oron?
Uppgifter: EU tar första steg för att förbjuda ryska turister,"EU planerar att frysa visumavtalet med Ryssland under ett toppmöte i veckan – och därmed ta ytterligare ett steg för att stoppa ryska turister. Det uppger källor för Financial Times.– Det är opassande att ryska turister promenerar i våra städer. Vi måste signalera till den ryska befolkningen att det här kriget inte är okej, det är inte acceptabelt, säger en av källorna.Delar av avtalet, som är från 2007, slopades redan i slutet av februari då den fria rörligheten för ryska tjänstemän och affärsmän stoppades. I dag ger avtalet ryska medborgare företräde i visumansökan, och en ändring skulle leda till förlängda kötider och en dyrare ansökningsprocess.Flygtrafiken mellan EU och Ryssland har redan stoppats, men turister har kunnat resa via flera länder som gränsar till Ryssland för vidare färd ut i Europa.",2022-08-28T11:39:49Z,nWkX0L,Vad planerar EU att frysa under ett toppmöte?,Varför vill källorna signalera till den ryska befolkningen att kriget inte är okej?
SD-topp om flyktingarna: Tänker som vi – är ju kristna,"Tidigare har SD krävt totalstopp för flyktinginvandring, men migrantvågen från Ukraina har inneburit ett undantag.Till DN säger Christopher Larsson, partiets gruppledare i Karlskrona, att partiet med öppen famn tar emot de hundratals ukrainska flyktingar som varje dag kommer till staden. Han gör en jämförelse med afghanska flyktingar och slår fast att de från Ukraina ”tänker liknande som vi gör”:–  De är ju kristna, om man säger. Hade inte Karl XII fått pisk i Poltava hade Ukraina kunnat vara svenskt (...) De är vana vid arbete och att inte bara få saker serverade, säger han. ",2022-03-21T08:06:37Z,XqAqxE,Vilken jämförelse gör Christopher Larsson mellan ukrainska och afghanska flyktingar?,Varför säger Christopher Larsson att ukrainska flyktingar är vana vid arbete och att inte bara få saker serverade?
Niinistö: Tror inte Putin är kapabel att erkänna förlust,"Dagens robotattacker innebär att Rysslands krig i Ukraina gått in i en ny fas. Det sa Finlands president Sauli Niinistö när han under måndagen besökte Norge för ett möte med statsminister Jonas Gahr Støre. Niinistö säger att han hoppas att dagens upptrappning är den sista under kriget och att målet måste vara ett fritt Ukraina. Han säger också att fredsförhandlingar kan påbörjas först när Ukraina känner sig säkert. Samtidigt frågar han sig om Vladimir Putin någonsin kommer att acceptera en förlust i kriget. – Är han kapabel? Jag tror inte att han är kapabel att ta en förlust, säger Niinistö.",2022-10-10T17:23:07Z,8JQyjx,Vad säger Sauli Niinistö om dagens robotattacker i Ukraina?,Vad tror Sauli Niinistö om Vladimir Putins förmåga att acceptera en förlust i kriget?
Ryssland: Reparatörer har fått tillträde till Tjornobyl,"Det ryska försvarsdepartementet uppger att man gett ett ukrainskt team av reparatörer tillträde till kraftledningarna runt kärnkraftverket Tjornobyl, som intagits av ryska styrkor, rapporterar den statliga ryska nyhetsbyrån Interfax enligt Reuters.FN:s atomorgan IAEA har sagt att kommunikationen med Tjornobyl och kärnkraftverket i Zaporizjzja i sydöstra Ukraina försämrats, och att situationen är ”oroande”.IAEA-chefen Rafael Grossi säger dock på torsdagskvällen att man inom några timmar kommer presentera förslag för Ryssland och Ukraina om hur säkerheten vid kärnkraftverken ska säkerställas, och att ett möte med länderna är ”mycket troligt”.",2022-03-10T19:42:36Z,wOmEpn,Vad uppger det ryska försvarsdepartementet att de gett ett ukrainskt team tillträde till?,Vad säger IAEA-chefen Rafael Grossi om säkerheten vid kärnkraftverken i Ukraina?
Ukrainare i Zaporizjzja: Som en dubbel ockupation,"Det ukrainska kärnkraftverket i Zaporizjzja har beskjutits flera gånger den senaste tiden, och både Ukraina och FN har uttryckt en stor oro för säkerheten i det ockuperade området. För The Guardian skriver ”Olexander”, som bor i satellitstaden Enerhodar, om tillvaron på en av världens mest omtalade platser. ”Vi har levt under ockupation i nästan sex månader. Det är som en dubbel ockupation – både staden och kärnkraftverket har tagits över”, skriver han.Olexander berättar att han dedikerat sitt liv till kärnkraften, och att kraftverket är en stolthet för honom och många andra.”För tio dagar sedan blev vi lovade att staden och dess invånare inte skulle lida. Men det finns redan skadade från beskjutningen vid stationen.”",2022-08-19T12:45:13Z,PoWqKJ,Hur beskriver Olexander tillvaron i Enerhodar?,Vad har hänt med det ukrainska kärnkraftverket i Zaporizjzja?
Expert tror på fas två i invasionen: ”Irriterat Kreml”,"Enligt den USA-baserade tankesmedjan ”The institute for the study of war” omorganiserar sig de ryska trupperna efter ”undermålig planering och utförande” av den inledande offensiven. Men Rysslandsexperten Mathieu Boulègue på tankesmedjan Chatham House säger till New York Times att det är för tidigt att räkna ut Ryssland, och att ”vi nu har ett irriterat Kreml”. Enligt honom inleds nu ”fas två” när Ryssland går in med tung beskjutning och marktrupper, vilket man ser både i Charkiv och Mariupol.Samtidigt har  bombningen av Charkiv, Ukrainas näst största stad, intensifierats. Civila dödsfall rapporteras och det finns uppgifter om att Ryssland använt klusterbomber, något som förbjuds av många länder men inte Ukraina och Ryssland, skriver New York Times.",2022-03-01T07:27:42Z,Jxgb2m,Vad säger Rysslandsexperten Mathieu Boulègue om Rysslands militära strategi i Ukraina?,Vad rapporterar New York Times om bombningen av Charkiv? 
FN: Global matkris i krigets spår kan pågå i flera år,"FN varnar för att kriget i Ukraina kommer att leda till en global matkris som kan pågå i flera år, skriver The Guardian. Under ett tal i New York uppmanade FN:s generalsekreterare António Guterres återigen Ryssland att öppna hamnarna för att låta Ukraina exportera sitt vete.I talet varnar Guterres för att tiotals miljoner människor kan påvekas.– Det finns tillräckligt med mat i världen om vi arbetar tillsammans. Men om vi inte löser problemen i dag riskerar vi global matbrist.På onsdagen utlovade Världsbanken ytterligare 12 miljarder dollar, motsvarande 120 miljarder kronor, för att hantera situationen. ",2022-05-19T04:06:10Z,Or5lwE,Vad varnar FN för i samband med kriget i Ukraina?,Vad utlovade Världsbanken på onsdagen för att hantera situationen i Ukraina?
Ryssland kräver 755 miljoner – blev av med VM,"Ryska volleybollförbundet vill kompenseras med motsvarande 755 miljoner kronor för att ha blivit fråntaget VM för herrar. Det rapporterar TT.Summan ska motsvara vad det ryska förbundet anser sig ha kunnat tjäna på värdskapet.– Vi är redo för rättegångsprocessen, vi har lämnat över de relevanta dokumenten, säger Jaremenko till ryska nyhetsbyrån Tass, enligt sajten Inside the Games.Turneringen skulle ha arrangerats på tio platser i Ryssland mellan 26 augusti och 11 september. ",2022-04-07T12:31:49Z,9KAdXp,Varför vill det ryska volleybollförbundet ha kompensation på 755 miljoner kronor?,Vad skulle VM för herrar ha arrangerats om Ryssland fått behålla värdskapet?
Wagnerrekryter följs via mobilsignal – hotas med avrättning om de avviker,"Den ökända Wagnergruppen fortsätter att ta en viktig roll i striderna kring Bachmut i östra Ukraina, uppger Storbritanniens försvarsdepartement i sin senaste lägesuppdatering.De senaste månaderna har gruppen utvecklat en offensiv taktik för att ta vara på det stora antalet dåligt utbildade brottslingar som rekryterats, heter det. Detta genom att utrusta enskilda individer med en smarttelefon eller surfplatta vilka visar personens angivna framryckningsaxel och anfallsmål ovanpå kommersiella satellitbilder. Det innebär att befälhavare kan ge order över radioapparater samtidigt som de befinner sig i skydd.”De som avviker från sina anfallsvägar utan tillstånd hotas sannolikt med avrättning.”Den brutala taktiken syftar till att bevara Wagnergruppens erfarna befälhavare på bekostnad av de mer lättillgängliga fångsrekryterna, skriver departementet.",2022-12-19T08:36:05Z,bgkRgg,Vilken roll tar Wagnergruppen i striderna kring Bachmut?,Vilken offensiv taktik har Wagnergruppen utvecklat för att ta vara på dåligt utbildade rekryter? 
Rika ryssar flyr till Dubai för att skydda sina pengar,"Förmögna ryssar har fått svårt att komma åt och förvalta sitt kapital efter västs samordnade sanktioner. Banker är motvilliga till att göra affärer med ryska medborgare efterson de är rädda för sanktioner och dyra utredningar, skriver Financial Times. Många rika ryssar flockas därför till Förenade Arabemiraten för att säkra sina tillgångar. Där bor redan 40 000 ryska medborgare och man kan få visum genom att etablera företag eller investera i fastigheter.",2022-03-11T10:00:00Z,9KQl8r,Varför har förmögna ryssar svårt att förvalta sitt kapital?,Varför flockas många rika ryssar till Förenade Arabemiraten?
Ukraina: Tecken på ryskt uttåg från Zaporizjzja,"Det finns tecken på att ryska styrkor förbereder sig för att lämna kärnkraftverket Zaporizjzja i Ukraina, som de hållit sedan början av invasionen. Det säger Ukrainas kärnenergichef Petro Kotin enligt Reuters.– Det kommer många rapporter i ryska medier om att det vore värt att överge kraftverket och kanske lämna över kontrollen till (FN:s kärnenergiorgan IAEA).I veckan träffade IAEA-chefen Rafael Grossi en rysk delegation i Istanbul för samtal om att upprätta en skyddszon runt kraftverket för att undvika en katastrof.Efteråt sa den biträdande ryske utrikesministern Sergej Ryabkov att ett sådant beslut borde fattas ”relativt snabbt”, enligt den statliga ryska nyhetsbyrån RIA.FN har länge uttryckt oro för säkerheten, och i går sa Kotin att de återkommande nedstängningarna under den ryska attackvågen mot kraftnätet utgör en stor risk.",2022-11-27T19:54:06Z,2BVj0v,Vilka åtgärder diskuterar IAEA-chefen och en rysk delegation för att undvika en katastrof vid kärnkraftverket Zaporizjzja?,Vad har FN uttryckt oro för när det gäller säkerheten vid kärnkraftverket Zaporizjzja?
Polen: Ukrainskt tillträde väntas snart godkännas,"Ukraina kommer sannolikt inom kort få tillträde till den plats i östra Polen där en robot slog ner och dödade två personer på tisdagen, säger den polske presidentens utrikesrådgivare Jakub Kumoch enligt Reuters.Tillstånd måste ges av Polen och USA, som leder utredningen. Enligt Kumoch befinner sig ett polskt-amerikanskt team på platsen.– Ukrainarna har bett om tillträde. Om båda parter godkänner – och såvitt jag vet finns inga invändningar från amerikanerna – kan det ges snart, säger han till polsk tv.Även Polens president Andrzej Duda säger att han inte ser några hinder för ukrainskt deltagande i utredningen.Polen, USA och Nato är överens om att bevisen tyder på att det var en ukrainsk robot som av misstag landade i Polen – men Ukrainas president Zelenskyj är övertygad om att det inte var deras.",2022-11-17T08:57:58Z,2BpyEl,Vem måste ge tillstånd för att Ukraina ska få tillträde till platsen där en robot slog ner och dödade två personer i Polen?,Vem är övertygad om att det inte var Ukrainas robot som av misstag landade i Polen?
Macron om talet: ”Kan inte eskalera om vi vill ha fred”,"Frankrikes president Emmanuel Macron varnar för att ordkriget med Moskva kan trappas upp efter att USA:s president Joe Biden kallat Vladimir Putin för en ”slaktare” med anledning av invasionen av Ukraina, skriver AFP.I en intervju med France 3 säger Macron att han ser det som sin uppgift att ”först uppnå eldupphör och sen ett totalt tillbakadragande av (ryska reds. anm.) trupper med diplomatiska medel”.– Om vi vill uppnå det så kan vi inte eskalera med vare sig ord eller handlingar, säger han.",2022-03-27T11:11:15Z,k6Orea,Vad vill Emmanuel Macron uppnå med diplomatiska medel i konflikten med Ryssland?,Varför anser Emmanuel Macron att man inte ska eskalera med vare sig ord eller handlingar i konflikten med Ryssland?
Uppgifter om ryska vakuumbomber i Ukraina,"Ryssland har använt så kallade termobariska bomber, även kallade vakuumbomber, under kriget i Ukraina. Det skriver det brittiska utrikesdepartementet på Twitter, och uppger också att uppgifterna har bekräftats från ryskt håll. The Hill skriver emellertid att Pentagons pressekreterare John Kirby under onsdagen uppgett att USA inte sett några bevis på att vapnen använts.Termobariska bomber använder syret i den omgivande luften för att skapa en kraftigare explosion och en mer långvarig tryckvåg som håller högre temperatur än konventionella bomber. De kan därför orsaka mycket stora skador både på byggnader och människor. ",2022-03-10T06:05:09Z,bGB3re,Vad är en termobarisk bomb och hur kan den orsaka skador?,Har USA sett några bevis på att Ryssland har använt termobariska bomber under kriget i Ukraina?
Rysk dirigent utesluts ur Musikaliska Akademien,"Ryske dirigenten Valerij Gergijev utesluts ur Kungliga Musikaliska Akademien, kommenterar de i ett pressmeddelande.– Akademien ska inte associeras med en person som så otvetydigt stödjer en regim som hotar med kärnvapenkrig.Uteslutningen sker eftersom att han inte har tagit ställning mot Rysslands invasion av Ukraina. Beslutet fattades vid en sammankomst tidigare i veckan där de närvarande ledamöterna var eniga om att utesluta honom.",2022-10-12T08:44:06Z,BWjAxw,Varför utesluts Valerij Gergijev ur Kungliga Musikaliska Akademien?,Vad var anledningen till att ledamöterna vid en sammankomst tidigare i veckan var eniga om att utesluta Valerij Gergijev från Kungliga Musikaliska Akademien?
Ygeman vill stoppa ”Putins ögonstenar” från idrott,"Idrottsminister Anders Ygeman (S) vill stoppa ryska idrottare från att delta i stora tävlingar, rapporterar TT. – Idrotten är en av Putins ögonstenar, säger han om den ryske presidenten.Ygeman söker nu stöd från EU om att införa en bojkott mot idrottare från Ryssland. Han har varit i kontakt med sina ministerkollegor i flera EU-länder och tänker lägga fram sitt förslag för ministerrådet.",2022-02-26T12:22:15Z,280M5G,Vad vill Anders Ygeman stoppa och varför?,Vem har Anders Ygeman varit i kontakt med för att söka stöd för en bojkott mot idrottare från Ryssland?
Vinterns första snö faller i strömavbrottens Kyiv,"På torsdagen föll vinterns första snö i Ukrainas huvudstad Kyiv, rapporterar AFP:s reportrar på plats.Det sker samtidigt som ryska robotattacker ödelagt stora delar av energiinfrastrukturen i Ukraina och gett upphov till omfattande och återkommande strömavbrott i hela landet.Kyivregionens guvernör har i veckan varnat för att situationen kan komma att bli svår när temperaturen ser ut att sjunka ner mot tio minusgrader.Invånarna tvingas nu förbereda sig för en osäker vinter där bristen på ström, värme och vatten kan bli omfattande.",2022-11-17T10:47:46Z,bgOa7d,Vad har hänt i Ukrainas huvudstad Kyiv samtidigt som ryska robotattacker ödelagt stora delar av energiinfrastrukturen i Ukraina?,Vad varnar Kyivregionens guvernör för i veckan?
Svenske Lucas och Viktor strider i Ukraina: ”Det här är liksom mitt världskrig”,"SvD har träffat Lucas Collard och Viktor Forsmark från det 312:e frivilligkompaniet – en enhet med svenska soldater som strider med den reguljära armén i Ukraina.– Det är fan inte rättvist att jag sitter hemma i bekväma Sverige, och de måste ut och slåss. Varför ska de dö på sin egen bakgård? För att vi ska kunna sitta och ha det bra? säger Collard. Han tillägger att det här är som hans andra världskrig – ”motsvarigheten i vår tid”.Kompanichefen Forsmark minns när de från en ukrainsk region fick höra att man hade slut på en viss typ av tråd som används för att sy underlivsskador efter svåra förlossningar – eftersom så många små flickor våldtagits av ryssarna.– Då brast det för mig. Nu jävlar. Jag vet inte hur, men då blev det personligt.",2022-11-26T22:54:32Z,Xb9Wog,Vad är det 312:e frivilligkompaniet och var strider de?,Varför blev det personligt för kompanichefen Viktor Forsmark att delta i striderna i Ukraina?
Nya vapnen väntas pressa Ryssland att agera snabbt,"Den planerade leveransen av stridvagnar till Ukraina kan pressa Ryssland till att snabbt skruva upp intensiteten i sin krigföring. Den bedömningen  gör överstelöjtnant Joakim Paasikivi, lärare i militär strategi. I en intervju med TT säger han att Ryssland kan vilja agera snabbt, innan leveranserna från väst nått Ukraina, soldaterna blivit färdigutbildade och de ukrainska styrkorna dramatiskt förbättrat sina möjligheter att genomföra motoffensiver mot ryska styrkor.Ett ryskt motdrag skulle kunna handla om att sätta in hälften av de drygt 300 000 personer som ska ha mobiliserats.– Man har starka incitament för att sätta in dem så fort det går. Frågan är hur fort, för det är också avhängigt markbeskaffenheten och terrängen. Man kan kriga även när det är lerigt och förskräckligt, men det är enklare när det är bra, säger Paasikivi.",2023-02-02T05:26:44Z,0QoAKB,Vad är överstelöjtnant Joakim Paasikivis bedömning av hur en planerad leverans av stridvagnar till Ukraina kan påverka Rysslands krigföring?,Vad kan Ryssland vilja göra som motdrag om stridvagnsleveranserna når Ukraina?
Evakuerade från stålverket anländer till Zaporizjzja,"Bussarna med de ukrainare som evakuerades från stålverket Azovstal i Mariupol i söndags har nu anlänt till Zaporizjzja, som är under ukrainsk kontroll. Det säger en representant från FN, rapporterar Expressen som är på plats.Av de omkring 100 som evakuerades under söndagen var det 69 personer som valde att åka med bussarna. Resterande ville stanna kvar i Mariupol, enligt FN-representanten.– Man måste komma ihåg att den första tanken hos många av dem som lyckades ta sig ut från stålverket var rädslan för hur anhöriga har det, säger FN-representanten till journalister utanför bussarna.Med på bussarna fanns även fler ukrainare som bussarna lyckades plocka upp på vägen.",2022-05-03T14:05:04Z,rE7ALw,Hur många personer valde att åka med bussarna vid evakueringen från stålverket Azovstal?,Varför valde vissa personer att stanna kvar i Mariupol vid evakueringen från stålverket Azovstal?
Experter: Ukraina har ett strategiskt övertag i kriget,"Ukraina har ett strategiskt övertag i kriget, säger överstelöjtnant Joakim Paasikivi till SvD. Han menar att den ryska armén har svårt att ersätta sina förluster och att nedgången kommer att fortsätta om inget görs.Även Ilmari Käihkö, universitetslektor i krigsvetenskap vid Försvarshögskolan, bedömer att Ukraina har ett övertag, men betonar att det är viktigt att Ukraina börjar återta ryskkontrollerade områden.– Det är möjligt att Ukraina kommer lyckas med det, men det kommer inte att bli billigt. Vi pratar inte heller om veckor, vi pratar om minst flera månader, säger han till SvD.",2022-05-20T07:42:50Z,L5bLKQ,Vad menar överstelöjtnant Joakim Paasikivi om den ryska arméns förluster?,Vad betonar Ilmari Käihkö om Ukrainas övertag i kriget mot Ryssland?
SD:s Natoförbehåll möts av kritik från M och L: ”Måste ställa upp”,"SD har gått ut med att de kan stödja en Natoansökan, men vill inte lova att skicka trupper till konflikter som Sverige inte är en del av. Förbehållet möts av kritik från Liberalerna och Moderaterna, rapporterar SvD.– Det är den gemensamma försvarsförpliktelsen som är styrkan, säger Moderaternas utrikespolitiske talesperson Hans Wallmark.Han får medhåll från Liberalernas utrikespolitiske talesperson Joar Forssell:– Om vi ska kunna räkna med att andra ska ställa upp för oss måste vi ställa upp för andra.",2022-04-12T18:36:39Z,qWgPML,Vad möts SD:s förbehåll om truppskickande i konflikter som Sverige inte är en del av av från Liberalerna och Moderaterna?,Vad är styrkan enligt Moderaternas utrikespolitiske talesperson Hans Wallmark?
Ryssland varnar Sverige och Finland igen: ”De vet detta”,"Rysslands utrikesdepartement återupprepar sin varning till Sverige och Finland angående ett Natomedlemskap, skriver norska tidningen Dagbladet.– Vi har gett våra varningar, både offentligt och genom bilaterala kanaler. De vet om detta, så det är ingenting att överraskas av. De har blivit informerade om vart det skulle leda, säger talespersonen Maria Zakharov i den ryska statskontrollerade tv-kanalen Russia-24.I dag visade en ny mätning från Aftonbladet/Demoskop att 57 procent av Sveriges befolkning vill gå med i Nato, en ökning med sex procentenheter på en månad. I en färsk opinionsundersökning från Sifo/TV4 är siffran 58 procent.",2022-04-20T09:13:46Z,dn1BWj,Vad säger Rysslands utrikesdepartement om Sverige och Finlands Natomedlemskap?,Vad visar en ny mätning från Aftonbladet/Demoskop om Sveriges befolkning och Natomedlemskap?
Linde om analysen: ”Inget konventionellt militärt angrepp att vänta”,"I dag presenterades slutsatserna från regeringens säkerhetspolitiska analys, som ses som ett viktigt underlag för det stundande beslutet om ett svenskt Natomedlemskap.– Bedömningen är att vi inte utsätts för ett konventionellt militärt angrepp som svar på en ansökan, säger utrikesminister Ann Linde (S) vid en pressträff där samtliga riksdagspartier medverkar. Analysen ser flera fördelar med ett medlemskap. Bland annat drar man slutsatsen att det skulle höja tröskeln för militära konflikter och bidra till att stärka Sveriges och dess grannländers säkerhet. Ett medlemskap skulle inte heller påverka Sveriges engagemang för bland annat kärnvapennedrustning och fredsmedling, enligt analysen.Försvarsminister Peter Hultqvist påpekar dock att det är av vikt att Sverige får säkerhetsförsäkringar av andra länder i samband med en Natoansökan.– Viktiga partners är USA, Storbritannien, Frankrike och Tyskland samt Finland, säger han. Rapporten innehåller inga tydliga rekommendationer om Sverige ska gå med i Nato eller inte.",2022-05-13T08:37:11Z,KzgELE,Vad drar regeringens säkerhetspolitiska analys slutsatsen om ett svenskt Natomedlemskap?,Vilka länder behöver Sverige säkerhetsförsäkringar från vid en Natoansökan enligt försvarsminister Peter Hultqvist?
Ryska artilleribeskjutningen uppges ha minskat kraftigt,"Rysslands artilleribeskjutning under kriget i Ukraina har minskat kraftigt på senare tid, enligt amerikanska och ukrainska källor som CNN pratat med. På vissa håll bedöms användningen av artilleri ha minskat med 75 procent jämfört med när den var som mest intensiv.Flera förklaringar kan ligga bakom, enligt källorna. Det kan handla om att Ryssland har börjat ransonera sinande ammunitionsförråd, men också om ett medvetet taktikbyte. En amerikansk källa uppger att Ryssland fortfarande har betydligt mer ammunition att tillgå än Ukraina, men säger också att USA i krigets inledningsskede kraftigt överskattade hur stora de ryska förråden var. Den svenske överstelöjtnanten Joakim Paasikivi säger till DN att det är mycket svårt att avgöra hur mycket ammunition Ryssland har tillgång till, men påpekar att det länge har spekulerats i att lagren kan vara på väg att ta slut. ",2023-01-10T23:00:28Z,Xb5qlW,Vad säger amerikanska och ukrainska källor om Rysslands artilleribeskjutning under kriget i Ukraina?,Vad säger den svenske överstelöjtnanten Joakim Paasikivi om Rysslands ammunitionsförråd under kriget i Ukraina?
Ökad andel unga som är positiva till värnplikten,"Ungas syn på att göra värnplikt har blivit mer positiv, rapporterar Ekot med hänvisning till Ungdomsbarometern.I höstas uppgav 36 procent av landets 15–19-åringar att de var positiva. Nu är motsvarande siffra 41 procent.– Det är svårt att inte se det här i sammanhanget av Rysslands angrepp mot Ukraina, säger Jacob Westberg, docent i krigsvetenskap vid Försvarshögskolan.",2022-07-18T03:47:56Z,9KPgpq,Vad visar Ungdomsbarometern om ungas syn på att göra värnplikt?,"Vad säger Jacob Westberg, docent i krigsvetenskap vid Försvarshögskolan, om ungas syn på att göra värnplikt i sammanhanget av Rysslands angrepp mot Ukraina?"
Arla säljer kefir igen – utan ryska bilden,"Filmjölksprodukten kefir, som tidigare stoppades av Arla på grund av associationerna till Ryssland, är nu tillbaka i mejerihyllorna. Det rapporterar Jönköpings-Posten.Produkten tillverkas i Sverige med svenska råvaror, och plockades bort för att förpackningen, med en bild på Röda torget i Moskva, ansågs opassande, enligt TT. När den nu är tillbaka i butikerna pryds den istället av växtlighet.– Innehållet är detsamma men illustrationen på förpackningen har ändrats, säger Sandra Eriksson, presschef på Arla Sverige, till JP.",2022-04-04T13:03:33Z,9KArjd,Varför stoppades kefir av Arla tidigare?,Vad har ändrats på förpackningen av kefir som nu är tillbaka i mejerihyllorna?
Polen: Sverige i Nato skulle kunna bli gamechanger,"Polen använder sitt ”synnerligen goda förhållande” till Turkiet för att få landet att snarast möjligt acceptera både Sverige och Finland som medlemmar i Nato.– Det skulle kunna vara en gamechanger ur ett säkerhetsperspektiv, säger polske premiärministern Mateusz Morawiecki på en pressträff i Stockholm.Morawiecki har besökt statsminister Ulf Kristersson (M) inom ramen för det svenska EU-ordförandeskapet. Mötet fokuserar på det säkerhetspolitiska läget och betydelsen av ett fortsatt starkt europeiskt stöd för Ukraina. ",2023-02-13T12:58:16Z,BWkmVg,Vad använder Polen sitt goda förhållande till Turkiet för?,Vad säger polske premiärministern Mateusz Morawiecki om Sverige och Finlands medlemskap i Nato på en pressträff i Stockholm?
Twitch bötfälls i Ryssland – vägrade plocka ner intervju,"Twitch har bötfällts i Ryssland, sedan streamingplattformen vägrat plocka ner en två timmar lång intervju med en av Ukrainas president Volodymyr Zelenskyjs rådgivare. Det skriver Sky News, med hänvisning till statliga ryska medier.Amazonägda Twitch har inte velat kommentera boten, som enligt ryska medier ligger på omkring motsvarande en halv miljon svenska kronor.",2022-08-30T09:18:16Z,dngKmz,Vad har Twitch bötfällts för i Ryssland?,Hur mycket motsvarar böterna som Twitch fått i svenska kronor?
Zelenskyj: 156 personer har evakuerats från stålverket,"156 personer har evakuerats från stålverket Azovstal i Mariupol till den ukrainskkontrollerade staden Zaporizjzja, enligt Ukrainas president Volodomyr Zelenskyj. Det rapporterar Sky News. Presidenten säger under ett tal i natt att han är tacksam för alla som varit med och bidragit till att de humanitära korridorerna kunnat upprättas, men påpekar samtidigt att det fortfarande är många människor, både civila och soldater, kvar i stålverket. – Vi kommer att fortsätta att göra allt för att få ut vårt folk från Mariupol och Azovstal. Men det är svårt, säger han. Ytterligare evakueringar planeras på onsdagen ”om säkerhetsläget tillåter”, skriver TT med hänvisning till landets myndigheter.",2022-05-04T03:25:24Z,a7nGwd,Hur många personer har evakuerats från stålverket Azovstal?,Vad säger Ukrainas president Volodymyr Zelenskyj om de planerade evakueringarna?
Nato vill utöka sin militära styrka i östra Europa,"Nato vill placera ”betydligt fler trupper” i alliansens östra medlemsländer. Det säger generalsekreterare Jens Stoltenberg på en presskonferens, enligt AFP.– Vår säkerhet står inför en ny verklighet, säger han. Han upprepade också sin uppmaning om att Rysslands president Vladimir Putin genast måste avbryta invasionen av Ukraina och istället sätta sig vid förhandlingsbordet. – Men på marken ser vi inga tecken som tyder på att han vill göra det, säger Stoltenberg.Stoltenberg säger också att Nato inte kommer införa någon flygförbudszon över Ukraina, som landets president Volodymyr Zelenskyj bett om upprepade gånger.",2022-03-16T16:05:27Z,ALm0L5,Vad vill Nato göra med trupperna i alliansens östra medlemsländer?,Vad säger Jens Stoltenberg om Rysslands president Vladimir Putin?
